unidade_da_federacao,bcg,hepatite_b_idade_<=_30_dias,rotavirus_humano,meningococo_c,hepatite_b,penta,pneumococica,poliomielite,poliomielite_4_anos,febre_amarela,hepatite_a,pneumococica(1º_ref),meningococo_c_(1º_ref),poliomielite(1º_ref),triplice_viral__d1,triplice_viral__d2,tetra_viral(src+vz),dtp,dtp_ref_(4_e_6_anos),triplice_bacte(dtp)(1º_ref),sarampo,haemophilus_influenzae_b,dupla_adulto_e_dtpa_gestante,dtpa_gestante,tetravalente(dtp/hib)(tetra),varicela,ano
Rondônia,"110,0716711","105,8430781","103,0780837","105,6846473","106,0958129","105,7223689","103,9155036","108,0875141",0,"103,1723878","67,33308186","91,44473783","95,17540551","92,75367786","146,8841946","112,7310449","112,7876273","105,816673","3,038882597","95,3225198",0,0,"61,30516786","8,860807243","103,8626933",0,2014
Acre,"104,5917756","32,66394917","66,43088359","67,74367582","65,20800863","64,83035607","60,90396835","75,44059465",0,"58,78192063","11,51540583","46,99676298","47,70411222","62,1688047","99,196739","61,61131759","59,29744635","65,36985973","3,450741443","60,27454742",0,0,"31,23126723","1,936218679","68,63085961",0,2014
Amazonas,"120,3887259","98,94806219","83,25557954","87,91176129","90,04794459","89,70677557","78,29958258","98,86018532",0,"92,45551234","44,12194208","76,95946033","80,09330456","80,869981","114,3575296","84,51170184","84,8425324","89,7881909","3,277945619","81,22795001",0,0,"49,11283132","6,996549541","86,84948502",0,2014
Roraima,"103,9720728","73,19558449","86,67798849","86,14020191","87,42334182","86,69685819","81,12086046","89,53674875",0,"86,88555524","52,92952165","81,42277573","77,97905463","81,94169261","110,161336","89,66883668","89,82922917","87,05538258","3,55798484","82,79082932",0,0,"42,0700066","7,425228795","90,23492782",0,2014
Pará,"114,8004616","94,08533089","82,24002671","83,38304558","83,71107386","83,19871111","70,32577852","84,3642275",0,"70,41504285","24,10717526","67,81549135","68,00926027","69,14357043","115,7330198","65,35092494","57,71410739","83,28724972","2,33822367","68,68781433",0,0,"34,30362936","3,778130965","79,32188137",0,2014
Amapá,"118,8029021","91,56254199","77,34784361","81,94276501","78,20771194","78,04648663","67,78180841","80,65968024",0,"71,06005643","38,01558511","65,88069327","64,20126293","73,10224372","113,186887","84,8649738","80,98213086","78,14725245","2,911304348","68,1244122",0,0,"44,41085584","2,552734113","80,62609163",0,2014
Tocantins,"102,9970071","84,27698741","91,90275101","93,72719446","94,40367349","93,91988848","90,63999016","90,50879423",0,"86,67131319","54,72920339","83,43651347","81,73506621","80,2386126","105,5389283","89,43462753","82,22295109","94,01418556","1,602069885","88,04477061",0,0,"37,07925054","5,137140749","93,74769382",0,2014
Maranhão,"108,1558755","93,93913268","87,76101388","88,29726701","90,09483576","89,15423743","81,39753427","93,41667385",0,"88,48607639","43,48909389","73,77791189","74,75730666","80,83714113","123,8563669","89,25338391","87,38856798","89,41805328","3,570157751","79,50512975",0,0,"49,46891973","8,073109751","86,74540909",0,2014
Piauí,"96,49693482","89,2510113","82,23862546","84,52604362","82,91630176","82,53054756","81,81116811","81,86121189",0,"76,48984528","52,86709204","77,28429042","77,5720422","74,49643438","93,09604237","73,5059844","61,9854873","82,79327745","1,589770175","76,27090371",0,0,"34,01517995","5,141999249","82,60144293",0,2014
Ceará,"107,4042835","86,15234236","97,49170339","99,66182928","99,58536643","98,92242569","98,36984368","103,9248299",0,"0,2303983841","57,83822985","96,23913163","95,89859608","100,6905304","140,6947871","128,3432788","127,9530818","99,22433568","2,19785167","96,66953074",0,0,"60,69179167","9,814833792","99,71385554",0,2014
Rio Grande do Norte,"108,1469343","89,46729947","88,23504374","91,44231383","89,93338583","89,420478","85,66837636","95,63070637",0,"0,3043394982","41,17309043","83,08255475","85,00223466","86,05784579","110,2581565","91,10605061","91,87221998","89,93551408","3,507009234","82,77821525",0,0,"50,91833912","9,100389469","90,23985358",0,2014
Paraíba,"111,9107181","91,55802974","92,4741033","92,23451483","93,49411599","93,17525192","89,95842435","100,4034247",0,"0,5347287207","42,16404764","82,77253189","79,1011909","89,11457966","120,35445","86,96180678","77,44168839","93,33908815","2,124366775","83,15481643",0,0,"37,91311395","7,763723487","91,82404341",0,2014
Pernambuco,"108,5486107","79,29092864","97,18748232","98,16931696","101,8045102","98,43741158","94,58081037","101,677183",0,"0,3429164977","54,96929998","88,23000962","90,88195348","89,28187426","108,4644333","92,82935318","91,13024164","98,56898308","3,241213225","85,50732839",0,0,"60,4641786","16,03545357","98,08372475",0,2014
Alagoas,"108,032228","86,60025523","85,96407687","93,75059523","91,64968286","90,22875755","87,81547018","93,31631778",0,"0,3999923811","52,92851565","84,6060075","76,94139159","85,3488505","113,1502257","90,64017828","90,19637721","90,43065846","4,20053822","86,02312337",0,0,"51,12093103","9,264585436","92,95251519",0,2014
Sergipe,"99,76838278","125,3899378","94,90442125","92,51788437","94,41480005","94,01606661","93,24498651","94,25061569",0,"0,1026152222","60,08267855","93,30948751","92,23642547","91,95203471","94,64055354","81,79899144","77,26046675","94,394277","1,64625683","91,42136742",0,0,"50,44271139","6,69930808","94,36495837",0,2014
Bahia,"101,280128","79,02028298","86,41435572","91,26198334","92,41066964","91,79013139","87,91069583","93,87367308",0,"85,72354284","61,82618262","84,3298694","85,91716314","85,25612621","114,8514851","91,52296182","88,79935613","92,10825844","2,920099904","87,56637569",0,0,"49,8849885","11,31160735","91,15911591",0,2014
Minas Gerais,"100,8490886","88,03270107","98,56855832","99,61510038","99,03775095","98,74561214","97,90807058","96,51165476",0,"85,3289022","66,2262132","95,65702428","93,63649129","90,37558505","109,2187308","87,71862298","78,39981833","99,05584124","1,697249461","91,76006897",0,0,"33,60635546","7,488222072","98,97530113",0,2014
Espírito Santo,"105,5238997","89,63748225","98,41930904","101,4216753","101,4122101","99,9602461","99,61192617","101,2456223",0,"0,4391859915","82,99100805","94,58400379","93,34027449","91,67439659","109,4387127","97,63180312","98,45149077","101,0165641","2,184034729","91,96592522",0,0,"53,36488405","15,66114529","100,4297208",0,2014
Rio de Janeiro,"113,2988678","84,2266112","93,47263173","98,59130911","94,8678595","94,32125692","88,73630689","100,8899121",0,"1,011977687","61,25269823","84,83020765","85,00612572","83,13205972","112,4843491","96,45246846","96,71948697","94,61520166","3,292657868","82,41806571",0,0,"39,52367489","7,36387666","94,84676728",0,2014
São Paulo,"103,4559208","91,82849655","93,84700467","97,35822924","99,58011268","95,46200579","100,634291","95,72506382",0,"19,56376481","67,84139969","91,50494491","94,82560648","88,90826054","105,0229162","95,8888669","98,07425956","96,84168188","0,904585798","89,22629802",0,0,"42,803206","12,37897222","98,59048255",0,2014
Paraná,"107,9730292","76,40115886","98,67938991","101,3524398","99,40302967","99,07238996","99,72457517","98,76188744",0,"75,36311906","61,56654368","94,83903238","93,21246687","83,25105233","113,34901","93,08644702","88,21389596","99,54723796","2,306438926","85,62789066",0,0,"36,76921478","4,765369225","98,95026763",0,2014
Santa Catarina,"107,9252425","92,38117769","99,88509243","103,3796343","100,3841518","98,3946737","100,2162966","97,16899298",0,"29,07261572","78,22952223","98,68870188","101,358613","88,39546228","112,2049861","93,38267599","93,16187322","99,41757635","2,373878357","91,78410896",0,0,"41,62808251","11,68226931","100,6139669",0,2014
Rio Grande do Sul,"105,0978473","81,04015373","93,78873047","97,94085259","95,99326333","94,80930755","94,38898525","95,42395693",0,"55,11027822","63,8925875","84,70273737","85,26219508","80,21235243","107,7406957","90,12026688","81,82034101","95,53556003","3,279388411","80,36936541",0,0,"27,97158506","5,023715102","96,8792988",0,2014
Mato Grosso do Sul,"129,7069545","106,8929603","127,9056005","130,4383847","129,1128154","128,1825498","125,8699048","130,0951569",0,"115,3884391","76,15868958","120,5368556","115,9825782","112,5431994","143,7556218","115,0807177","103,6358472","129,666714","2,846706474","113,5610472",0,0,"52,51858164","11,53718695","125,900677",0,2014
Mato Grosso,"111,782495","104,2513755","97,75822375","100,3355836","103,2290163","101,4711047","95,49888789","102,4700511",0,"108,561283","58,66664065","90,50220471","92,3010887","88,58430562","120,6578999","100,7101885","99,51418426","101,6271901","2,338705932","88,13946229",0,0,"54,56354626","9,484137823","102,3666446",0,2014
Goiás,"115,4854348","78,39782916","96,2846969","97,73692565","94,70912523","93,87790124","93,12604573","97,64790424",0,"91,71028358","69,17821442","87,95958643","87,66356343","87,59921061","122,1448797","92,24548458","85,99253507","94,58685486","3,096754401","85,54099275",0,0,"29,76747179","6,419194303","93,95941482",0,2014
Distrito Federal,"113,5181737","126,201807","91,84311562","98,05733729","94,44099593","92,60178863","102,4093616","94,34443755",0,"90,51428834","82,9712394","91,80863048","87,07956871","82,85398993","104,9129825","97,28946824","93,36276065","95,23645309","3,141944775","87,27268547",0,0,"65,42290273","19,12315792","98,57001632",0,2014
Rondônia,"110,7721322","104,7777531","103,95311","104,0196731","106,3456845","104,5373863","104,6816064","105,4433844",0,"106,0572443","116,259892","97,84039642","92,16404112","97,23763035","109,0045115","94,6120849","94,63057466","104,6298351",0,"95,81761704",0,0,"73,91915381","64,65105958","103,3577398",0,2015
Acre,"105,9006759","69,62679988","82,50367323","88,63943579","82,62121657","81,24008228","72,47722598","82,73875992",0,"66,67058478","73,21774904","59,39465178","57,90185131","57,93711431","84,21392889","51,68968557","49,30355569","81,30473112",0,"62,69761975",0,0,"17,12622729","12,08183903","83,71436967",0,2015
Amazonas,"110,7888763","101,0892859","88,87761701","94,91370674","95,20663463","94,60936608","84,53695837","104,7984377",0,"92,51575597","97,73773444","79,06643503","80,66802775","82,98355292","95,418405","78,16863009","77,42806782","94,64614058",0,"78,68093686",0,0,"51,92236951","49,29282679","93,31084594",0,2015
Roraima,"110,5516475","74,27804517","94,17808219","95,34431692","97,26027397","96,71417993","89,85560903","112,282488",0,"93,64124398","98,21362458","90,61458719","88,63383932","99,14846353","108,4505739","92,41947427","92,53054424","96,87152906",0,"88,2728619",0,0,"52,24157095","43,67358281","97,62125139",0,2015
Pará,"94,87249577","81,63219796","72,51159947","76,55432867","73,63090314","73,13383448","60,35535734","72,09150092",0,"57,71319642","73,82872352","61,60702083","61,70988742","58,77998777","71,91669964","45,77635507","37,78081502","73,14966011",0,"60,52368449",0,0,"14,44069552","9,708423559","72,64827537",0,2015
Amapá,"121,5570008","97,87044121","82,33231319","88,75924509","85,7434328","84,64677378","69,17878092","92,38077021",0,"76,79801071","88,46595256","65,34047437","72,77480235","73,15098189","89,020658","74,64932415","71,14256567","84,67227748",0,"73,05534302",0,0,"53,80985781","41,29311994","80,87222647",0,2015
Tocantins,"107,4845455","94,34510227","97,73057296","98,73044849","99,99585114","98,6972576","93,92191843","97,2244119",0,"83,28423848","94,5235033","86,36269344","83,16807036","76,8866946","94,70190433","61,32846534","52,16777994","98,75534166",0,"83,28423848",0,0,"15,24291582","16,55395594","96,73899515",0,2015
Maranhão,"103,643135","93,20128386","90,70856664","92,52882586","92,08575366","91,66797495","84,050273","100,0235491",0,"87,31575","91,82060809","76,56339945","77,06229176","77,11811188","90,46958676","74,35937691","72,05679697","91,79880336",0,"79,94923858",0,0,"47,52457972","40,72077259","90,14774888",0,2015
Piauí,"86,26559504","81,02523217","85,48126441","87,42916245","82,37410847","82,03796677","82,37626322","80,92180396",0,"74,20335475","87,07578271","78,48950024","76,34413244","61,01449275","81,21916008","62,91236614","48,22771445","82,32019162",0,"75,27419251",0,0,"19,57543103","15,05172414","85,15372343",0,2015
Ceará,"114,6156186","96,59003586","107,5979764","110,0481878","108,6625897","106,6894531","106,3428535","113,6838819",0,"0,3553418648","102,2573002","102,1972656","101,3167585","105,1421619","110,8334401","93,98453509","94,41998591","106,7967149",0,"97,43292136",0,0,"74,50124888","57,40201102","106,5509734",0,2015
Rio Grande do Norte,"105,899604","94,42149203","89,86406936","95,23279461","91,0050305","90,58332441","89,02065718","97,63673338",0,"0,3776668581","87,97174355","84,07577866","86,10724607","82,6351279","94,98019908","79,892968","79,92935888","90,79952906",0,"83,24735096",0,0,"55,24394682","41,41636874","95,51321845",0,2015
Paraíba,"105,7288643","87,10653647","92,50813759","94,18492126","95,1878244","93,55150875","92,05419196","96,12034838",0,"0,5778419824","83,36236474","81,11902877","77,86575174","75,59074514","93,66939386","64,45500132","57,9871558","93,64828011",0,"73,18905604",0,0,"32,21311187","29,78674737","90,80320225",0,2015
Pernambuco,"110,0634357","87,24779531","100,7750896","102,5275277","104,3832168","103,593276","101,0728202","109,2897605",0,"0,4964860071","96,58564528","91,59848094","93,91738506","97,15847613","97,80627002","87,36236148","85,85319972","103,6944054",0,"93,27383436",0,0,"66,23521756","59,76913937","102,1732212",0,2015
Alagoas,"102,1832314","93,04452192","90,09925511","95,30205178","92,53014803","91,39662037","88,28942104","94,24853784",0,"0,5131755794","98,04918938","84,16871464","75,63963346","80,98912194","98,67215332","81,68257416","81,18915624","91,58522413",0,"87,35973786",0,0,"45,23110925","41,10429448","95,89262921",0,2015
Sergipe,"105,8026062","110,5767545","92,6313329","92,94980424","94,0922106","93,92567054","92,93811722","93,68900836",0,"0,3592483419","95,56769707","88,71910244","86,20931456","86,55700345","91,99146847","80,9472331","74,59241512","94,07175831",0,"86,70893473",0,0,"50,50702826","39,36409597","92,4414188",0,2015
Bahia,"102,8867411","87,18076228","88,35997853","93,76467866","93,42248438","92,97689327","90,24032378","95,42247453",0,"83,28614827","94,41657107","82,60422154","84,19850222","84,20342588","90,18222461","78,53580238","73,6613803","94,19746825",0,"84,25758613",0,0,"41,615124","40,12202809","93,2058434",0,2015
Minas Gerais,"102,4098203","88,91815274","101,8861649","103,3805551","100,9819505","100,6980783","100,8883578","97,11718819",0,"90,99653088","100,3531","94,11023062","92,73263796","84,82907718","100,1144771","71,86531924","66,03008118","100,9997409",0,"91,62074047",0,0,"29,84516962","35,55644946","99,15070369",0,2015
Espírito Santo,"102,2573489","94,09502681","97,9959327","99,65797744","101,1185062","99,62100203","99,93159549","99,38990571",0,"0,3913035179","94,01183213","94,16528009","91,37733407","89,36956924","99,04233685","87,47827695","85,88093918","100,2273988",0,"92,1482714",0,0,"56,7841426","59,8110277","98,73544093",0,2015
Rio de Janeiro,"115,0623297","87,66364327","98,90755552","104,0784594","103,8537152","99,3141504","94,09811894","107,030517",0,"0,5071661865","99,65238372","91,70144319","90,19793575","87,68732407","105,4175417","89,41244806","90,54555203","99,72431974",0,"83,78401323",0,0,"46,37300374","54,41119959","100,982083",0,2015
São Paulo,"102,1976331","92,51338124","96,99523677","98,62177336","100,679947","98,35987756","99,92830603","99,68326977",0,"19,69505508","102,4212267","92,71487732","94,42227424","90,27351742","97,90810731","92,42564615","94,64226671","99,75774639",0,"91,84210957",0,0,"59,91101231","61,08572841","96,24523268",0,2015
Paraná,"105,6574334","90,97353315","99,74637542","102,7654711","101,8768219","101,2584916","101,2193243","97,389272",0,"76,99336081","105,6375287","98,22848044","91,27210386","83,08420336","99,4375313","78,91384469","74,677351","101,6103556",0,"85,13310475",0,0,"29,53588123","37,64961216","98,86735755",0,2015
Santa Catarina,"110,1437655","99,2772748","107,210548","108,5669105","105,9989532","104,6303411","106,0891547","102,4309848",0,"28,01533505","103,1637323","99,89182196","101,3159802","83,34504333","103,4220871","83,71808149","80,69911692","105,5494217",0,"92,3651711",0,0,"43,30326317","49,20815236","104,4352995",0,2015
Rio Grande do Sul,"103,7397661","82,64847614","90,8504872","95,56535215","91,91828417","91,2842576","90,52215201","89,20031984",0,"55,61309282","96,24820442","81,4985652","82,04626776","74,75191069","87,81267912","69,36151544","59,92541696","91,76648085",0,"78,56268442",0,0,"25,9369604","24,77637501","91,78541076",0,2015
Mato Grosso do Sul,"129,5973138","115,8638954","117,6869783","120,4582535","118,9709394","117,8737793","117,2471684","120,3636708",0,"108,8086335","112,5298527","111,0214418","106,3709945","100,0496994","112,5298527","80,03357688","70,73845499","118,3603919",0,"103,3293136",0,0,"51,22280038","44,57426679","116,6800776",0,2015
Mato Grosso,"109,2583854","100,7701165","99,3544612","102,9426754","102,0498688","101,732762","97,53487231","102,80866",0,"94,9753676","99,49036411","89,78274411","91,46831764","86,68906548","98,70514732","80,54889673","76,72851507","101,8177014",0,"90,0677627",0,0,"52,95261469","41,6915235","100,8059797",0,2015
Goiás,"105,2955522","82,6300398","96,98905206","96,72828623","97,6647206","94,87019774","89,88291931","95,88475628",0,"84,80273646","90,64832508","85,5047983","84,25375577","78,32476431","94,83219138","68,1380053","63,23624117","95,42762429",0,"82,2647565",0,0,"25,35718434","35,38580133","92,00282936",0,2015
Distrito Federal,"78,27405693","96,65460918","65,44968433","70,05100092","67,48747444","66,4292615","69,90720978","74,9219259",0,"62,36940843","74,69275877","67,90536745","58,93414815","69,32530499","67,57734391","65,43171044","66,33265182","67,73236873",0,"60,43721495",0,0,"62,83929534","53,29183894","64,45887349",0,2015
Rondônia,"104,896374","99,54992559","104,7003739","105,4625966","119,6254219","103,3138543","104,2176328","105,4371892",0,"114,0539363","84,03687706","100,8928896","109,1539327","73,55812856","109,7854887","94,31599579","94,96569997","103,524373","2,546804609","76,60701971",0,0,"67,24256833","59,52959965","10,14028056",0,2016
Acre,"99,22675883","88,86415559","76,8144807","78,68900474","81,54765392","74,9165251","84,98037608","71,27291899",0,"64,32546424","60,41825318","58,12781911","73,01271162","58,7487552","75,71319782","64,19659071","64,45433777","75,02196708","3,897890553","60,10778513",0,0,"10,0521352","7,83785367","6,0219085",0,2016
Amazonas,"95,87301981","85,80452581","75,15389474","82,76874296","106,981929","82,35381547","88,36221311","76,24261491",0,"75,82644884","68,07164002","79,58432937","88,88613647","68,19054461","83,55648587","75,60102555","75,79672269","82,41574495","2,535289627","46,95245055",0,0,"36,64614737","42,84776497","3,128538003",0,2016
Roraima,"107,9535219","79,96757341","86,72311295","97,78418303","92,38875878","91,67717528","100,6395244","88,45253108",0,"87,94811746","72,9328049","86,84921636","114,8081427","87,45271122","90,76742929","83,49846874","83,64258692","91,67717528","2,947272635","86,44388398",0,0,"55,85480094","50,21617727","7,656278148",0,2016
Pará,"81,62225541","55,28258958","69,32552589","72,4871233","76,33478036","67,07681356","75,72200276","63,15168688",0,"59,57203277","55,85349172","59,70533633","74,02255692","43,21757094","69,61307073","62,34069876","62,39094932","67,0810011","2,579930104","49,07525021",0,0,"14,18670873","13,71770355","5,526863109",0,2016
Amapá,"113,8551618","86,0770416","95,32819723","96,35747304","99,65485362","92,84437596","103,8520801","47,58705701",0,"91,48844376","87,08782743","74,91525424","90,66872111","29,41140216","97,3559322","85,94761171","86,08320493","92,84437596","4,189240484","66,49614792",0,0,"55,3220339","52,22804314","3,194650817",0,2016
Tocantins,"99,23416199","77,43785084","90,99839615","92,4298316","106,6078589","88,13953488","97,30553328","84,77145148",0,"77,26142743","75,63352045","84,18604651","109,5870088","89,23015237","91,88853248","88,27586207","88,3159583","88,13953488","2,280659394","69,89174018",0,0,"11,51563753","19,22614274","5,490393913",0,2016
Maranhão,"90,11186525","71,30189923","74,23846898","76,50744199","87,50310261","73,12495186","80,74240181","69,4283489",0,"68,6161062","56,53602883","67,43069404","77,1057463","56,9579842","80,01489254","47,57825004","51,67541104","73,30725712","2,670322993","46,37572002",0,0,"29,12775919","28,31637238","6,186857784",0,2016
Piauí,"83,90490305","68,9265065","78,5384792","79,80755182","88,07530944","78,9768102","82,49389468","70,69026696",0,"71,71763624","60,31017137","75,44087191","93,42300692","66,81330246","81,47529692","60,90922374","65,66198418","79,15821183","2,137526877","63,26786199",0,0,"18,60193283","16,39566678","4,97704918",0,2016
Ceará,"108,8173766","96,83793852","112,0121008","115,9922854","125,0383009","111,4684999","119,7469418","107,8934885",0,"0,4378465619","94,10826911","112,1271979","117,2015834","88,33785686","119,7554963","88,70414583","91,05819406","111,6590324","2,104356811","80,55557716",0,0,"70,27926618","59,12028432","4,771866518",0,2016
Rio Grande do Norte,"89,26291714","72,08233704","76,7460235","79,52801747","83,4930866","76,31770454","84,42457636","70,24638736",0,"0,4139807203","63,16664934","73,17184739","88,25241709","61,27248155","96,05364383","50,44183387","54,28214991","76,37384343","3,925267705","62,53248778",0,0,"34,49215095","30,4106456","5,868715923",0,2016
Paraíba,"97,27399166","75,2903338","88,89951321","89,19158554","97,00799722","87,53824757","93,52399166","85,45897079",0,"0,7841198079","74,94784423","77,02364395","90,47114047","67,9050765","96,59075104","56,65681502","61,21870654","87,66515994","1,828564998","65,3650904",0,0,"31,05528512","28,28059805","5,778138668",0,2016
Pernambuco,"98,89926804","84,71871732","93,78947368","96,14639247","103,4011851","94,29348205","100,1324503","90,38271175",0,"0,5132834474","76,36179854","90,72150575","103,1174625","71,54548623","112,6490066","68,22446846","70,12478215","94,4280237","3,237628931","78,6664343",0,0,"53,3133496","49,21784594","6,922969676",0,2016
Alagoas,"104,9682242","81,44063049","83,29695378","89,64824509","98,57443644","84,74376557","94,36728544","80,07494833",0,"0,5010238313","72,87565918","80,94998938","90,22581081","75,56066372","102,2407232","60,5014584","63,96492109","84,80751029","3,896593238","67,08261701",0,0,"44,78162607","41,31043675","4,573041092",0,2016
Sergipe,"97,10760636","94,63132166","84,27806553","84,89786417","82,13932375","81,78432171","87,70878194","78,28958855",0,"0,4043458388","68,47174533","80,0355002","90,8281441","63,74032474","92,09393005","70,8636443","75,19059536","81,90653553","2,005074191","76,89285922",0,0,"23,74439853","21,14299016","3,946441156",0,2016
Bahia,"84,07280611","71,59316082","74,0533833","77,67210767","83,73486885","76,85644778","79,57907438","70,71521061",0,"69,45425991","60,53049773","67,92678797","82,72203802","63,64159575","85,70069255","56,23982264","59,46126229","77,81974274","2,583487823","62,09560338",0,0,"25,16038532","26,96091895","7,125810092",0,2016
Minas Gerais,"89,41153087","76,13347434","92,20387163","94,74570424","105,353674","93,25090565","95,71248566","88,28686932",0,"86,02546552","79,07131982","85,85304022","106,7877206","90,56769345","98,92746514","88,37612222","91,82098418","93,27603147","2,180425467","76,58873913",0,0,"17,31918787","25,14419219","3,625183885",0,2016
Espírito Santo,"90,6146003","79,85024428","91,78290731","94,0097713","117,6679884","92,14225023","95,63832047","89,27989804",0,"0,4233894038","78,09955392","92,44494796","107,5975359","78,526163","104,3103448","78,34737662","81,52304751","92,27147207","2,820066696","61,55738866",0,0,"48,69185017","49,869008","2,760012251",0,2016
Rio de Janeiro,"106,2864508","85,82733135","93,67415451","98,29746418","120,0737366","96,70497658","107,6250139","89,93037416",0,"0,2220443572","77,93554686","87,36629356","98,72866478","64,51822861","109,2646039","72,17407315","73,79482217","97,11348241","3,510948923","55,68782276",0,0,"42,45249086","52,37866863","4,454031615",0,2016
São Paulo,"94,32692016","89,80786044","90,32109571","90,42147309","110,0353399","88,48329468","93,57696691","83,84004194",0,"18,62658923","63,42715208","86,83968606","80,76441043","77,71974921","92,95791982","77,73220659","80,97257364","88,94330437","2,383385276","59,58819703",0,0,"24,22882845","26,42162653","5,015309434",0,2016
Paraná,"94,10903815","75,64247697","90,74045119","93,54677307","104,6938814","91,58103434","95,21980874","87,54448399",0,"67,58376123","75,43483292","84,05206112","102,0970798","74,99515289","91,87498827","91,29333475","92,62801068","91,70049222","2,773567966","65,1326858",0,0,"18,48032072","30,94271651","4,153356715",0,2016
Santa Catarina,"102,011395","87,11908667","98,78927831","101,3607131","121,8426278","97,63682666","103,0181716","92,12275552",0,"30,74617123","84,02753798","93,69172997","97,04657286","87,25397099","98,9684047","98,3824672","99,58995166","97,96162811","1,855015865","66,2195701",0,0,"27,47863432","34,36097203","4,97777678",0,2016
Rio Grande do Sul,"94,41661201","72,62939756","88,28618876","91,1553329","110,4313485","88,26665178","94,29729692","84,46322165",0,"61,1573048","72,73685092","84,94834567","98,54879241","89,85341337","90,45409509","86,4650637","87,12094782","88,42803295","3,253301179","60,85906864",0,0,"24,76381194","26,12860911","5,432147883",0,2016
Mato Grosso do Sul,"106,1373235","98,34703238","97,89064983","101,4054766","102,6406612","98,97824804","103,2991236","93,78093638",0,"93,75823078","83,14790427","93,96485173","113,2055765","87,45969756","100,9786113","94,3008946","94,93892194","99,06225875","2,485941031","89,36696789",0,0,"46,67817084","40,60669361","7,424092675",0,2016
Mato Grosso,"96,5528841","89,84455225","90,78113381","95,67295776","105,7965369","95,41800928","99,64059346","90,64303672",0,"89,1381325","78,33114975","85,85921178","98,14985305","77,84072802","96,6838993","85,08374349","85,97960412","95,47643497","3,054074718","73,95099324",0,0,"37,3711979","33,6638221","7,870773054",0,2016
Goiás,"92,31278328","68,59833139","87,80634551","87,68200233","105,0389074","84,89129999","91,7793109","82,10059765",0,"79,53852633","72,30355782","79,67582423","94,39653444","75,34788061","85,92816173","84,19337371","85,19614135","84,93943283","4,47899796","57,53880711",0,0,"28,69920982","41,76025831","6,068396446",0,2016
Distrito Federal,"138,113047","134,7785193","129,623326","148,8690823","159,7012586","140,2539526","140,733193","136,8276078",0,"132,7316702","107,0721548","123,7582299","153,7241904","101,1533121","131,7463161","128,4073095","129,9905943","140,4129529","3,377371486","103,6166973",0,0,"85,70564787","74,743584","4,102655977",0,2016
Rondônia,"97,81496134","90,0947334","94,66444049","94,93666292","109,012377","108,9180066","107,6766724","108,1811912","60,87761036","107,6694131","85,22739646","83,41983957","86,61028638","79,34376248","103,0089652","81,57598635","76,24768611","109,2265254","66,07756505","79,65591086",0,0,"31,28017132","32,16217197",0,0,2017
Acre,"96,83088278","82,55521059","76,11153418","78,63042587","72,57922793","72,57337004","84,65819226","74,00855252","39,9253267","62,66182415","65,77236249","66,15898307","70,75742487","60,79315799","75,13912483","56,99724679","52,16448949","72,45621229","53,98257623","59,75631187",0,0,"14,39776576","15,67570734",0,0,2017
Amazonas,"93,81943842","85,45028921","74,50982821","81,16600815","75,98870406","75,95897792","86,72108203","76,42592616","49,34887629","70,31720277","75,46354212","74,26582608","77,57038285","63,24733394","79,83204726","61,32256586","59,10549067","75,99365842","61,79043584","64,89341937",0,0,"48,28517285","56,7199673",0,0,2017
Roraima,"116,7357233","113,8263376","92,88416502","91,37092416","94,46946496","94,24428031","99,83786705","90,52422987","86,93365696","96,82940011","88,14627995","86,65105386","83,48946136","89,24518105","86,53395785","86,27274365","84,65141416","94,32534678","82,43325243","81,77805801",0,0,"58,07962529","66,52855341",0,0,2017
Pará,"85,83381097","74,97029343","65,30272741","71,82768792","61,62680162","61,60093943","76,80021808","67,62682958","24,91132617","59,13704165","64,1256483","61,31925125","65,45859953","52,11790362","67,51289615","54,1575217","51,04357429","61,23902589","44,90442751","56,87375058",0,0,"19,70489145","21,50196413",0,0,2017
Amapá,"93,89214176","83,21109399","70,76733436","71,06933744","60,36979969","60,21571649","72,64714946","63,18027735","14,37994723","61,47919877","64,88751926","62,58243451","65,76271186","27,24807396","71,98151002","60,16024653","56,40061633","60,9614792","55,54784058","54,19414484",0,0,"20,9614792","19,58705701",0,0,2017
Tocantins,"104,7473937","91,32317562","89,09382518","90,01202887","85,77385726","85,75781877","93,17161187","86,04651163","66,52671605","73,27987169","81,50360866","77,81475541","83,84923817","74,10184443","83,2638332","73,76904571","60,91419407","86,2670409","72,35315087","75,43303929",0,0,"34,82085216","53,33199679",0,0,2017
Maranhão,"105,692546","94,09176887","72,1047271","78,13706275","73,7035357","73,6650205","83,85956504","74,25815452","37,79428273","65,86184171","68,11198507","66,87179575","70,30136001","59,55989969","76,85579055","52,56040467","21,33015936","73,60425208","48,15152723","60,22664053",0,0,"33,49228539","40,38281939",0,0,2017
Piauí,"93,94477029","87,54513766","77,33619988","81,34588491","76,08800017","76,07965101","85,46202175","78,09806091","54,14285151","69,85117619","76,2779436","75,20716358","77,90394289","71,46047715","77,81627669","58,64071181","18,78490296","76,30299109","58,7972353","72,00317268",0,0,"31,97579707","38,6703706",0,0,2017
